Gender,Age,Ethnicity,Educational_Level,Income,Country_region,Hotel_Type,Adults,Children,Babies,Meal_Type,Visted_Previously,Previous_Cancellations,Deposit_type,Booking_channel,Required_Car_Parking,Reservation_Status,Use_Promotion,Discount_Rate,Room_Rate,Lead_Time_Days,Stay_Length_Days,Total_Guests,Total_Bill_amount,Booking_month,Booking_dayofweek,Checkin_month,Checkin_dayofweek
F,57,Latino,Grad,25K --50K,South,City Hotel,1,1,1,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,192,200,1,2,172.8,11,0,5,4
F,46,Latino,High-School,50K -- 100K,East,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,10,244,65,1,3,219.6,3,2,5,4
F,20,African American,College,25K --50K,North,Airport Hotels,2,2,0,HB,No,No,No Deposit,Agent,Yes,Canceled,Yes,5,151,99,1,4,143.45,2,4,5,5
M,20,caucasian,Mid-School,25K --50K,North,Airport Hotels,2,1,0,HB,Yes,No,No Deposit,Online,No,Check-In,Yes,20,146,132,3,3,350.40000000000003,1,6,5,5
F,26,Asian American,College,50K -- 100K,East,Airport Hotels,1,2,0,FB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,249,11,3,3,672.3000000000001,5,1,5,5
F,46,caucasian,College,>100K,South,Resort,1,2,0,BB,No,No,Refundable,Online,No,Canceled,Yes,10,160,25,1,3,144.0,4,1,5,5
M,19,Asian American,College,25K --50K,East,Airport Hotels,2,2,0,HB,No,No,No Deposit,Direct,No,Canceled,Yes,25,183,195,3,4,411.75,11,6,5,5
M,62,African American,College,<25K,East,Airport Hotels,3,1,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,15,210,199,1,4,178.5,11,2,5,5
M,42,Latino,Grad,>100K,South,Resort,2,1,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,216,123,3,3,486.0,1,1,5,5
M,38,African American,Mid-School,<25K,South,City Hotel,2,1,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,30,105,53,3,3,220.5,3,1,5,5
M,51,Asian American,College,50K -- 100K,East,Resort,2,2,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,154,53,1,4,123.2,3,1,5,5
M,70,Asian American,High-School,25K --50K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,No,No-Show,Yes,5,193,20,1,4,183.35,5,6,5,5
F,51,Asian American,College,50K -- 100K,South,City Hotel,2,2,0,HB,No,No,Refundable,Online,No,Canceled,Yes,25,225,169,3,4,506.25,12,4,5,5
M,69,caucasian,Mid-School,50K -- 100K,North,City Hotel,2,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,177,175,1,3,159.3,11,6,5,6
F,29,Latino,Mid-School,>100K,East,City Hotel,1,1,0,FB,Yes,Yes,No Deposit,Direct,Yes,Canceled,Yes,10,189,209,3,2,510.3,10,0,5,6
M,49,Asian American,High-School,<25K,North,Resort,1,1,1,BB,No,No,No Deposit,Online,No,Check-In,Yes,10,153,102,1,2,137.70000000000002,2,2,5,6
M,23,Latino,High-School,25K --50K,West,Airport Hotels,3,1,0,HB,Yes,No,Refundable,Online,Yes,No-Show,Yes,10,199,106,1,4,179.1,2,5,5,6
M,51,African American,Grad,50K -- 100K,South,Resort,1,1,0,HB,Yes,No,Refundable,Online,No,No-Show,Yes,20,150,19,1,2,120.0,5,1,5,6
M,62,Latino,College,>100K,North,Resort,1,1,0,HB,Yes,Yes,Non-Refundable,Online,No,Check-In,Yes,5,245,13,1,2,232.75,5,0,5,6
M,18,African American,Grad,<25K,North,City Hotel,2,1,0,HB,Yes,Yes,Refundable,Direct,Yes,Check-In,Yes,20,247,6,1,3,197.60000000000002,5,0,5,6
M,44,Latino,College,<25K,North,Airport Hotels,1,1,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,20,156,120,3,2,374.40000000000003,1,5,5,6
F,29,Latino,Mid-School,50K -- 100K,North,Resort,2,1,0,BB,Yes,No,No Deposit,Online,No,No-Show,Yes,40,180,8,2,3,216.0,5,5,5,6
F,29,African American,College,25K --50K,South,Airport Hotels,1,1,0,FB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,20,244,73,2,2,390.40000000000003,3,3,5,6
F,54,caucasian,College,50K -- 100K,North,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,249,100,1,3,199.20000000000002,2,4,5,6
F,49,caucasian,High-School,<25K,North,City Hotel,1,2,0,FB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,160,106,1,3,144.0,2,5,5,6
F,60,Asian American,Grad,50K -- 100K,West,Resort,3,1,1,HB,Yes,No,No Deposit,Online,Yes,Canceled,No,0,237,28,1,4,237.0,4,6,5,6
F,43,Latino,Grad,<25K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,No,0,113,31,2,4,226.0,4,3,5,6
F,69,caucasian,College,25K --50K,North,City Hotel,2,1,0,BB,No,No,No Deposit,Online,No,No-Show,Yes,10,244,201,3,3,658.8000000000001,11,3,5,1
M,43,Asian American,College,25K --50K,South,Resort,1,1,1,HB,No,No,Refundable,Direct,No,No-Show,Yes,25,178,102,2,2,267.0,2,2,5,6
M,56,caucasian,Mid-School,<25K,South,Resort,1,1,0,FB,No,No,No Deposit,Online,No,Canceled,No,0,106,102,4,2,424.0,2,2,5,6
F,30,Latino,Grad,<25K,South,Resort,2,2,1,FB,No,No,Refundable,Online,Yes,Check-In,Yes,10,234,187,2,4,421.2,11,1,5,6
F,34,Asian American,College,25K --50K,East,City Hotel,1,1,0,FB,Yes,Yes,No Deposit,Online,Yes,Canceled,Yes,5,186,7,2,2,353.4,5,6,5,6
M,69,caucasian,Grad,25K --50K,South,Airport Hotels,2,1,0,HB,Yes,Yes,No Deposit,Agent,Yes,Check-In,Yes,40,237,212,3,3,426.59999999999997,10,5,5,0
F,53,African American,College,>100K,North,City Hotel,2,1,0,HB,No,No,Non-Refundable,Online,No,Canceled,Yes,25,234,168,1,3,175.5,12,0,5,0
M,36,caucasian,Grad,25K --50K,South,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,133,75,3,2,359.1,3,2,5,0
M,60,Asian American,College,<25K,North,Airport Hotels,2,1,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,40,110,79,1,3,66.0,3,5,5,0
F,23,caucasian,Grad,<25K,East,Airport Hotels,2,1,0,BB,No,No,Refundable,Online,No,Check-In,No,0,148,137,2,3,296.0,1,3,5,0
M,50,Asian American,College,25K --50K,South,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,No,0,123,198,2,3,246.0,11,5,5,0
M,31,Asian American,Grad,50K -- 100K,North,City Hotel,1,3,0,FB,No,No,Non-Refundable,Online,No,Canceled,Yes,25,191,191,3,4,429.75,11,5,5,0
M,42,African American,College,50K -- 100K,North,Airport Hotels,1,2,0,BB,No,No,Refundable,Direct,Yes,Check-In,No,0,229,188,2,3,458.0,11,1,5,0
M,18,Latino,High-School,50K -- 100K,North,City Hotel,2,1,0,FB,No,No,Refundable,Online,Yes,Canceled,No,0,219,200,1,3,219.0,11,3,5,0
M,23,African American,College,<25K,West,Resort,2,1,2,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,210,83,1,3,189.0,3,1,5,0
M,27,caucasian,Grad,50K -- 100K,West,Resort,1,1,1,HB,No,No,No Deposit,Direct,No,Canceled,No,0,160,49,2,2,320.0,4,0,5,0
F,59,Asian American,College,>100K,South,Resort,2,1,1,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,101,122,1,3,101.0,1,4,5,0
M,55,Asian American,College,50K -- 100K,South,Airport Hotels,2,2,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,10,237,142,1,4,213.3,1,5,5,0
F,26,Latino,High-School,25K --50K,South,Airport Hotels,3,1,1,FB,No,No,Refundable,Online,Yes,Canceled,Yes,30,137,40,1,4,95.89999999999999,4,2,5,0
M,53,Asian American,Grad,<25K,North,Airport Hotels,2,2,0,BB,No,No,Refundable,Online,Yes,Check-In,Yes,15,127,162,1,4,107.95,12,0,5,1
F,29,African American,Mid-School,50K -- 100K,North,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,215,109,1,3,193.5,2,4,5,1
M,40,caucasian,Mid-School,<25K,North,Resort,1,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,129,3,1,3,129.0,5,5,5,1
M,60,Latino,Grad,>100K,South,Resort,1,2,2,HB,No,No,No Deposit,Online,No,Check-In,No,0,104,167,1,3,104.0,12,2,5,1
F,29,African American,High-School,<25K,West,Airport Hotels,2,2,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,138,194,1,4,138.0,11,3,5,1
F,46,caucasian,College,50K -- 100K,South,City Hotel,3,1,1,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,223,99,3,4,669.0,2,0,5,1
F,29,African American,Mid-School,<25K,West,City Hotel,1,2,1,HB,Yes,No,No Deposit,Online,Yes,No-Show,Yes,5,130,49,3,3,370.5,4,1,5,1
M,44,Asian American,College,25K --50K,South,City Hotel,2,1,0,BB,No,No,No Deposit,Agent,No,Check-In,Yes,20,246,194,1,3,196.8,11,3,5,1
M,41,Asian American,Mid-School,<25K,North,Resort,2,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,25,189,134,1,4,141.75,1,0,5,1
M,27,Asian American,College,<25K,South,Airport Hotels,2,1,2,BB,No,No,Refundable,Online,Yes,Check-In,Yes,25,114,138,1,3,85.5,1,3,5,1
F,67,Asian American,Mid-School,50K -- 100K,East,City Hotel,1,2,1,BB,No,No,No Deposit,Online,No,No-Show,No,0,161,131,2,3,322.0,1,3,5,1
M,35,caucasian,High-School,25K --50K,North,Resort,3,1,0,HB,No,No,No Deposit,Agent,Yes,Check-In,No,0,188,50,2,4,376.0,4,0,5,1
M,65,Latino,College,25K --50K,West,Airport Hotels,2,2,0,BB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,5,250,55,2,4,475.0,3,2,5,1
M,20,caucasian,College,<25K,South,City Hotel,2,2,0,FB,Yes,No,No Deposit,Online,Yes,Check-In,No,0,125,69,2,4,250.0,3,2,5,1
M,46,caucasian,Grad,25K --50K,East,Resort,2,2,0,FB,Yes,No,No Deposit,Direct,No,Canceled,No,0,100,51,1,4,100.0,4,6,5,1
F,50,caucasian,Mid-School,<25K,East,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,No,No-Show,Yes,30,230,103,4,2,644.0,2,3,5,1
M,46,Asian American,Mid-School,25K --50K,North,Airport Hotels,1,3,0,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,25,238,220,1,4,178.5,10,5,5,1
M,51,African American,College,50K -- 100K,East,Airport Hotels,1,3,0,BB,Yes,No,No Deposit,Direct,Yes,No-Show,Yes,20,195,51,3,4,468.0,4,6,5,1
F,26,caucasian,High-School,50K -- 100K,North,Resort,2,1,1,HB,No,No,No Deposit,Online,No,Check-In,Yes,5,108,122,3,3,307.8,1,6,5,2
M,68,Asian American,High-School,<25K,West,City Hotel,3,1,0,HB,No,No,No Deposit,Online,No,Check-In,Yes,25,250,129,1,4,187.5,1,6,5,2
M,45,African American,College,25K --50K,West,City Hotel,2,1,0,BB,Yes,No,Refundable,Online,Yes,Check-In,No,0,238,121,1,3,238.0,1,0,5,2
F,34,Latino,Grad,25K --50K,North,City Hotel,3,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,5,128,62,1,4,121.6,3,3,5,2
F,47,African American,College,>100K,South,Resort,1,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,188,167,1,3,178.6,12,3,5,2
F,26,Latino,High-School,>100K,West,Resort,2,2,1,FB,No,No,No Deposit,Online,No,Check-In,No,0,245,126,3,4,735.0,1,2,5,2
M,58,caucasian,Mid-School,50K -- 100K,East,Airport Hotels,2,2,0,HB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,5,222,58,2,4,421.79999999999995,3,0,5,2
F,33,African American,College,50K -- 100K,South,City Hotel,1,2,0,FB,No,No,Non-Refundable,Direct,Yes,Check-In,Yes,10,153,49,1,3,137.70000000000002,4,2,5,2
F,33,African American,Grad,25K --50K,East,City Hotel,1,2,1,HB,Yes,Yes,No Deposit,Online,Yes,No-Show,Yes,20,116,44,1,3,92.80000000000001,4,0,5,2
M,37,African American,College,25K --50K,East,City Hotel,3,1,0,HB,Yes,Yes,No Deposit,Online,No,Check-In,Yes,10,229,3,3,4,618.3000000000001,5,6,5,2
M,63,African American,College,50K -- 100K,East,Resort,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,20,234,182,1,3,187.20000000000002,11,2,5,2
F,57,Asian American,College,50K -- 100K,South,City Hotel,1,1,0,FB,Yes,No,No Deposit,Agent,Yes,Check-In,Yes,10,137,170,1,2,123.3,12,0,5,2
M,20,Latino,Grad,25K --50K,East,Resort,2,2,2,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,5,165,63,1,4,156.75,3,2,5,2
F,45,Latino,College,<25K,South,City Hotel,2,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,10,161,133,1,3,144.9,1,2,5,2
M,69,Asian American,High-School,<25K,North,Airport Hotels,1,1,0,BB,No,No,No Deposit,Direct,Yes,Canceled,Yes,20,223,203,1,2,178.4,11,2,5,2
F,41,Latino,Grad,25K --50K,West,Resort,1,2,1,BB,Yes,No,No Deposit,Agent,Yes,Canceled,Yes,20,227,71,1,3,181.60000000000002,3,1,5,2
M,18,Asian American,High-School,<25K,South,City Hotel,2,2,1,HB,No,No,Refundable,Online,No,Check-In,Yes,5,153,97,1,4,145.35,2,3,5,2
M,23,Latino,College,25K --50K,South,City Hotel,1,3,0,HB,No,No,No Deposit,Direct,No,Check-In,No,0,111,32,2,4,222.0,4,5,5,2
M,66,Latino,College,>100K,South,Resort,2,2,1,BB,Yes,Yes,No Deposit,Online,No,Canceled,Yes,40,134,157,1,4,80.39999999999999,12,6,5,2
M,32,caucasian,Grad,25K --50K,South,Airport Hotels,1,1,1,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,10,158,88,2,2,284.40000000000003,2,5,5,2
F,51,caucasian,Grad,25K --50K,East,Airport Hotels,2,1,0,FB,No,No,Refundable,Agent,No,Canceled,Yes,10,170,137,1,3,153.0,1,5,5,2
F,57,caucasian,College,50K -- 100K,South,Resort,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,228,56,2,4,456.0,3,2,5,2
M,60,African American,Mid-School,<25K,East,Airport Hotels,1,3,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,No,0,153,200,2,4,306.0,11,5,5,2
F,53,African American,Grad,25K --50K,South,Resort,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,No,0,143,27,1,2,143.0,4,3,5,2
M,25,African American,Mid-School,50K -- 100K,North,City Hotel,1,1,1,HB,No,No,No Deposit,Online,No,No-Show,Yes,5,110,45,1,2,104.5,4,0,5,3
F,20,Asian American,College,>100K,North,Resort,1,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,124,122,1,2,124.0,1,0,5,3
M,51,Latino,College,25K --50K,South,Resort,1,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,Yes,20,114,88,3,3,273.6,2,6,5,3
F,31,Latino,High-School,25K --50K,North,Resort,3,1,0,HB,No,No,No Deposit,Online,Yes,No-Show,No,0,196,55,2,4,392.0,4,4,5,3
F,34,Asian American,College,25K --50K,North,Resort,2,2,0,HB,No,No,Refundable,Direct,No,Canceled,Yes,40,220,121,1,4,132.0,1,1,5,3
M,32,Asian American,High-School,25K --50K,North,Airport Hotels,3,1,0,HB,Yes,No,Refundable,Direct,Yes,Check-In,Yes,5,177,153,1,4,168.15,12,4,5,3
F,35,caucasian,Grad,50K -- 100K,West,City Hotel,2,2,0,HB,No,No,Refundable,Direct,Yes,Check-In,Yes,5,133,213,3,4,379.04999999999995,10,0,5,3
F,43,Latino,High-School,25K --50K,West,City Hotel,2,1,2,BB,No,No,Refundable,Agent,Yes,Canceled,Yes,10,192,93,1,3,172.8,2,1,5,3
M,57,Asian American,College,50K -- 100K,East,Airport Hotels,1,1,0,FB,Yes,Yes,Refundable,Direct,No,Check-In,Yes,10,141,196,1,2,126.9,11,3,5,3
F,55,Asian American,College,<25K,North,Resort,2,2,0,BB,No,No,No Deposit,Direct,No,Check-In,Yes,40,197,129,4,4,472.79999999999995,1,0,5,3
F,29,African American,Grad,<25K,South,Resort,3,1,0,HB,No,No,No Deposit,Online,No,Canceled,Yes,10,155,202,1,4,139.5,11,4,5,3
F,63,caucasian,High-School,25K --50K,East,Resort,2,1,0,BB,No,No,No Deposit,Online,No,Check-In,Yes,20,167,181,3,3,400.8,11,4,5,3
F,56,Latino,College,25K --50K,South,City Hotel,3,1,0,BB,Yes,No,No Deposit,Agent,Yes,Check-In,No,0,240,149,3,4,720.0,12,1,5,3
M,38,African American,Mid-School,<25K,West,Resort,2,2,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,243,5,1,4,218.70000000000002,5,5,5,3
F,34,Latino,High-School,50K -- 100K,West,Resort,3,1,0,HB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,20,210,204,3,4,504.0,11,2,5,3
M,43,African American,College,<25K,West,Resort,2,2,0,HB,No,No,No Deposit,Online,No,No-Show,No,0,220,54,1,4,220.0,4,5,5,3
M,53,Asian American,Mid-School,<25K,South,Airport Hotels,1,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,225,120,2,2,405.0,1,2,5,3
M,52,Asian American,College,>100K,South,Resort,2,1,0,BB,Yes,No,No Deposit,Direct,Yes,No-Show,No,0,228,86,1,3,228.0,3,1,5,3
M,30,African American,Grad,50K -- 100K,North,City Hotel,1,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,25,189,110,2,2,283.5,2,5,5,3
M,47,Asian American,Grad,25K --50K,East,Resort,2,1,2,HB,No,No,No Deposit,Direct,Yes,Canceled,Yes,10,216,141,2,3,388.8,1,2,5,3
F,32,African American,College,25K --50K,East,City Hotel,2,1,0,BB,No,No,Non-Refundable,Online,Yes,Canceled,Yes,10,135,54,2,3,243.0,4,5,5,3
F,28,Asian American,College,50K -- 100K,West,Resort,1,1,0,BB,No,No,Refundable,Direct,Yes,Check-In,Yes,10,152,92,2,2,273.6,2,2,5,3
M,20,African American,Grad,50K -- 100K,South,City Hotel,2,1,2,FB,No,No,No Deposit,Online,Yes,No-Show,Yes,10,156,59,4,3,561.6,3,0,5,3
F,29,Latino,Grad,<25K,South,Airport Hotels,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,233,62,1,4,233.0,3,4,5,3
M,65,caucasian,College,50K -- 100K,South,Airport Hotels,2,1,0,HB,Yes,Yes,Refundable,Online,Yes,Check-In,Yes,5,199,163,3,3,567.15,12,1,5,3
F,58,caucasian,Grad,25K --50K,East,Airport Hotels,2,2,0,FB,No,No,No Deposit,Agent,Yes,Check-In,Yes,15,154,144,1,4,130.9,1,6,5,3
M,21,caucasian,Mid-School,25K --50K,North,Resort,2,2,0,HB,No,No,Non-Refundable,Agent,Yes,Check-In,Yes,10,134,212,3,4,361.8,10,1,5,3
M,65,Latino,High-School,25K --50K,South,City Hotel,2,2,0,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,245,128,1,4,245.0,1,1,5,3
F,51,Latino,Grad,25K --50K,North,Airport Hotels,2,1,1,FB,No,No,Refundable,Online,Yes,Check-In,Yes,5,135,95,3,3,384.75,2,6,5,3
M,30,African American,College,25K --50K,West,Airport Hotels,2,1,0,HB,Yes,No,Refundable,Direct,Yes,Canceled,Yes,15,130,4,2,3,221.0,5,6,5,3
M,44,African American,Grad,25K --50K,South,Airport Hotels,1,1,0,BB,No,No,No Deposit,Online,No,Canceled,Yes,5,172,202,2,2,326.8,11,4,5,3
F,68,Latino,College,25K --50K,East,Airport Hotels,1,2,0,BB,Yes,No,Refundable,Online,No,Check-In,Yes,10,135,87,1,3,121.5,2,0,5,3
F,25,Asian American,Grad,50K -- 100K,South,Airport Hotels,2,1,0,FB,No,No,No Deposit,Online,Yes,Check-In,No,0,128,47,1,3,128.0,4,5,5,3
F,28,African American,Mid-School,50K -- 100K,South,City Hotel,3,1,0,FB,No,No,No Deposit,Direct,Yes,Check-In,No,0,245,32,2,4,490.0,4,6,5,3
F,62,Asian American,Mid-School,>100K,West,City Hotel,2,1,0,FB,No,No,Refundable,Online,Yes,Check-In,Yes,5,110,63,1,3,104.5,3,3,5,3
M,35,Latino,Grad,25K --50K,North,City Hotel,1,1,0,HB,No,No,Refundable,Online,Yes,Check-In,No,0,231,160,2,2,462.0,12,4,5,3
M,55,Latino,Mid-School,25K --50K,West,Resort,3,1,0,FB,Yes,No,No Deposit,Direct,Yes,Check-In,Yes,25,170,126,1,4,127.5,1,3,5,3
F,37,Asian American,Grad,25K --50K,West,Airport Hotels,2,2,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,107,63,2,4,171.20000000000002,3,3,5,3
F,29,African American,College,<25K,West,City Hotel,2,2,1,HB,No,No,Refundable,Online,Yes,No-Show,Yes,20,168,57,1,4,134.4,3,2,5,3
F,39,Asian American,Grad,50K -- 100K,North,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,10,219,180,3,4,591.3000000000001,11,5,5,3
F,49,caucasian,Mid-School,50K -- 100K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,No,0,170,136,1,4,170.0,1,0,5,3
M,28,caucasian,College,25K --50K,South,Airport Hotels,1,1,0,BB,No,No,Refundable,Agent,Yes,Check-In,Yes,10,104,200,3,2,280.8,11,3,5,0
F,34,Latino,Mid-School,50K -- 100K,East,Resort,2,2,0,HB,No,No,No Deposit,Agent,Yes,No-Show,No,0,138,6,2,4,276.0,5,1,5,0
M,49,African American,Grad,50K -- 100K,North,Resort,3,1,0,HB,No,No,Non-Refundable,Direct,No,Check-In,Yes,5,112,134,2,4,212.79999999999998,1,3,5,4
M,35,African American,Mid-School,>100K,North,Airport Hotels,2,2,0,HB,No,No,No Deposit,Direct,No,Canceled,Yes,5,109,109,1,4,103.55,2,0,5,4
F,30,caucasian,Grad,25K --50K,South,Airport Hotels,1,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,160,143,2,3,304.0,1,1,5,4
F,57,African American,College,<25K,South,City Hotel,1,1,1,HB,Yes,No,No Deposit,Online,Yes,Canceled,Yes,30,135,214,2,2,189.0,10,0,5,4
F,34,African American,Grad,<25K,West,City Hotel,2,1,0,FB,Yes,No,Refundable,Online,Yes,Canceled,No,0,140,193,1,3,140.0,11,0,5,4
F,54,African American,College,25K --50K,East,City Hotel,1,2,0,FB,No,No,Refundable,Direct,No,Canceled,Yes,15,133,158,1,3,113.05,12,0,5,4
F,54,Latino,High-School,25K --50K,East,Airport Hotels,1,2,1,FB,Yes,No,No Deposit,Online,Yes,Check-In,Yes,20,221,68,4,3,707.2,3,6,5,4
F,49,Asian American,College,50K -- 100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,No-Show,Yes,20,159,184,3,3,381.6,11,2,5,4
M,61,Asian American,College,<25K,South,Resort,2,2,0,HB,No,No,No Deposit,Agent,No,Check-In,Yes,20,221,51,1,4,176.8,4,2,5,4
M,26,caucasian,Grad,<25K,East,Airport Hotels,3,1,0,FB,No,No,Non-Refundable,Agent,No,No-Show,Yes,10,109,33,1,4,98.10000000000001,4,6,5,4
M,52,Latino,High-School,25K --50K,West,City Hotel,2,2,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,176,38,3,4,422.40000000000003,4,2,5,5
F,48,Latino,Grad,<25K,South,Airport Hotels,2,2,0,HB,No,No,No Deposit,Online,Yes,Canceled,Yes,5,212,59,2,4,402.79999999999995,3,2,5,5
F,19,caucasian,College,>100K,North,City Hotel,1,3,0,HB,No,No,Refundable,Agent,Yes,Check-In,Yes,20,121,9,1,4,96.80000000000001,5,3,5,5
F,40,Latino,Mid-School,50K -- 100K,West,Resort,2,2,0,HB,No,No,Refundable,Online,No,Check-In,No,0,169,52,2,4,338.0,4,2,5,5
M,38,caucasian,College,50K -- 100K,East,Airport Hotels,2,2,1,HB,No,No,No Deposit,Online,Yes,No-Show,Yes,30,236,60,1,4,165.2,3,1,5,5
F,67,African American,Grad,<25K,North,Resort,2,2,0,FB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,147,152,1,4,117.60000000000001,12,0,5,5
F,56,Latino,College,50K -- 100K,South,Resort,2,2,0,BB,Yes,Yes,No Deposit,Online,Yes,Check-In,Yes,20,191,198,3,4,458.40000000000003,11,3,5,5
F,32,caucasian,High-School,25K --50K,North,Airport Hotels,2,1,0,FB,Yes,Yes,Refundable,Direct,Yes,Canceled,Yes,5,216,191,3,3,615.6,11,3,5,5
F,49,Asian American,Grad,>100K,North,Airport Hotels,2,1,0,BB,No,No,No Deposit,Agent,Yes,Canceled,Yes,20,202,213,2,3,323.20000000000005,10,2,5,5
M,19,Asian American,College,>100K,North,City Hotel,1,1,1,BB,Yes,No,No Deposit,Online,No,Check-In,Yes,10,189,175,1,2,170.1,12,6,5,6
M,25,Asian American,College,<25K,South,Resort,2,1,0,FB,No,No,No Deposit,Agent,No,Canceled,Yes,30,137,169,2,3,191.79999999999998,12,5,5,6
M,21,Asian American,College,<25K,West,City Hotel,2,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,105,205,1,3,84.0,11,4,5,6
M,69,Asian American,College,25K --50K,South,Airport Hotels,2,2,0,FB,Yes,No,Refundable,Direct,Yes,No-Show,Yes,20,209,71,4,4,668.8000000000001,3,5,5,6
M,48,caucasian,College,50K -- 100K,South,Airport Hotels,2,1,0,HB,No,No,No Deposit,Direct,Yes,No-Show,Yes,25,110,133,1,3,82.5,1,6,5,6
M,25,caucasian,Grad,>100K,South,Resort,3,1,0,BB,No,No,Refundable,Online,Yes,Canceled,Yes,15,212,142,1,4,180.2,1,4,5,6
M,20,Asian American,Grad,<25K,North,Resort,1,1,0,HB,No,No,No Deposit,Direct,Yes,Check-In,No,0,146,15,3,2,438.0,5,5,5,6
M,51,caucasian,College,25K --50K,South,Resort,2,2,0,BB,No,No,Refundable,Direct,Yes,Canceled,Yes,10,186,53,3,4,502.2,4,2,5,6
M,56,Latino,High-School,25K --50K,East,Resort,2,2,0,FB,No,No,No Deposit,Agent,Yes,Check-In,No,0,101,85,2,4,202.0,3,5,5,6
F,24,Latino,Grad,50K -- 100K,West,Resort,1,1,0,FB,No,No,No Deposit,Online,Yes,No-Show,No,0,144,61,3,2,432.0,3,1,5,6
M,43,Asian American,High-School,25K --50K,North,Resort,3,1,0,HB,No,No,No Deposit,Online,Yes,Check-In,Yes,20,152,45,2,4,243.20000000000002,4,3,5,6
F,18,caucasian,College,>100K,South,Airport Hotels,2,1,0,BB,No,No,No Deposit,Online,Yes,Check-In,Yes,15,191,56,3,3,487.05,4,6,5,6
F,41,Latino,Grad,<25K,East,City Hotel,1,2,0,BB,No,No,No Deposit,Online,Yes,Canceled,No,0,240,195,1,3,240.0,11,0,5,6
F,48,caucasian,Mid-School,50K -- 100K,South,Airport Hotels,1,1,0,BB,Yes,No,No Deposit,Agent,No,No-Show,No,0,199,89,2,2,398.0,3,1,5,6
M,56,African American,Mid-School,50K -- 100K,North,Resort,2,2,0,HB,Yes,No,No Deposit,Direct,No,Canceled,Yes,10,103,52,1,4,92.7,4,3,5,6
